order_id,customer_id,order_date,status,payment_method
1493,695,2025-09-16,delivered,COD
1494,970,2025-01-16,delivered,COD
1495,217,2025-08-07,delivered,NetBanking
1496,784,2024-04-04,delivered,Card
1497,392,2025-04-16,delivered,UPI
1498,4,2023-07-13,delivered,Card
1499,977,2024-09-17,delivered,UPI
1500,343,2025-01-13,delivered,UPI
1501,1117,2025-07-09,delivered,UPI
1502,245,2025-10-20,returned,UPI
1503,704,2023-12-30,delivered,NetBanking
1504,1191,2024-11-22,delivered,UPI
1505,853,2024-06-19,delivered,UPI
1506,1191,2024-07-11,cancelled,NetBanking
1507,1049,2025-08-25,cancelled,UPI
1508,779,2025-03-01,delivered,UPI
1509,335,2023-09-22,delivered,UPI
1510,723,2025-01-13,cancelled,Card
1511,87,2025-12-04,delivered,COD
1512,1191,2024-11-15,delivered,COD
1513,890,2025-02-11,delivered,COD
1514,116,2025-11-15,delivered,UPI
1515,368,2024-04-08,delivered,UPI
1516,633,2025-03-20,delivered,UPI
1517,1143,2024-06-30,shipped,UPI
1518,245,2025-06-26,returned,Card
1519,1067,2024-06-16,delivered,COD
1520,401,2024-12-22,delivered,UPI
1521,1191,2025-04-29,delivered,UPI
1522,765,2025-04-24,delivered,NetBanking
1523,1191,2025-06-07,cancelled,UPI
1524,451,2023-07-12,delivered,COD
1525,956,2023-11-09,delivered,Card
1526,565,2024-05-03,shipped,Card
1527,631,2025-05-24,shipped,Card
1528,259,2024-02-13,delivered,COD
1529,529,2025-10-31,delivered,UPI
1530,4,2024-03-15,delivered,COD
1531,1140,2025-02-10,delivered,Card
1532,1176,2024-11-07,delivered,NetBanking
1533,280,2024-08-27,delivered,UPI
1534,452,2025-06-28,delivered,Card
1535,953,2024-11-07,delivered,Card
1536,195,2024-10-18,delivered,UPI
1537,887,2024-04-05,delivered,Card
1538,1191,2024-08-07,delivered,COD
1539,455,2025-08-20,delivered,UPI
1540,440,2024-02-16,cancelled,UPI
1541,1191,2025-04-06,returned,COD
1542,896,2025-09-29,delivered,Card
1543,440,2025-02-07,delivered,UPI
1544,1186,2025-11-21,delivered,UPI
1545,918,2024-05-30,delivered,UPI
1546,1073,2024-05-27,delivered,COD
1547,1083,2024-11-16,delivered,NetBanking
1548,1191,2024-07-23,delivered,Card
1549,959,2025-01-26,delivered,UPI
1550,199,2025-10-01,delivered,UPI
1551,645,2023-04-30,delivered,UPI
1552,770,2025-05-06,returned,Card
1553,1192,2024-11-12,shipped,UPI
1554,347,2025-07-06,shipped,COD
1555,268,2025-08-22,delivered,Card
1556,435,2025-04-14,delivered,UPI
1557,157,2023-04-10,delivered,UPI
1558,187,2024-04-10,delivered,UPI
1559,242,2025-04-25,delivered,Card
1560,325,2024-06-05,delivered,UPI
1561,1101,2024-12-29,delivered,UPI
1562,790,2024-09-02,delivered,COD
1563,227,2024-09-15,delivered,Card
1564,1037,2025-02-01,shipped,Card
1565,815,2023-08-31,delivered,COD
1566,173,2025-07-31,delivered,Card
1567,1117,2025-08-09,delivered,UPI
1568,1039,2024-01-16,delivered,UPI
1569,1040,2024-06-13,delivered,UPI
1570,425,2025-04-16,delivered,UPI
1571,711,2024-05-25,delivered,COD
1572,790,2024-07-07,cancelled,UPI
1573,501,2024-01-09,delivered,Card
1574,1039,2023-12-06,delivered,NetBanking
1575,706,2024-08-18,delivered,UPI
1576,673,2024-11-23,delivered,UPI
1577,12,2025-09-25,shipped,UPI
1578,978,2025-02-03,cancelled,Card
1579,970,2025-08-01,delivered,UPI
1580,152,2025-02-01,delivered,UPI
1581,1040,2024-07-12,delivered,COD
1582,38,2024-12-10,delivered,UPI
1583,669,2025-01-25,delivered,Card
1584,1191,2025-04-15,delivered,Card
1585,487,2025-01-10,delivered,UPI
1586,1039,2025-02-08,delivered,COD
1587,1078,2025-05-07,delivered,COD
1588,1191,2025-11-17,delivered,Card
1589,211,2024-01-25,delivered,COD
1590,264,2025-04-27,delivered,Card
1591,413,2025-08-20,delivered,UPI
1592,1191,2025-08-13,delivered,UPI
1593,314,2023-07-12,delivered,UPI
1594,1041,2025-08-03,delivered,NetBanking
1595,392,2024-04-01,delivered,Card
1596,67,2023-11-11,delivered,UPI
1597,451,2024-07-21,delivered,UPI
1598,381,2023-07-23,delivered,UPI
1599,474,2024-11-14,delivered,NetBanking
1600,434,2024-08-08,delivered,Card
1601,503,2024-09-23,delivered,Card
1602,1040,2023-10-25,cancelled,UPI
1603,1047,2024-04-04,delivered,UPI
1604,834,2025-04-11,delivered,COD
1605,59,2025-02-01,delivered,UPI
1606,962,2023-09-28,delivered,COD
1607,934,2025-02-01,delivered,UPI
1608,442,2024-02-16,delivered,Card
1609,4,2024-11-26,delivered,UPI
1610,679,2024-12-26,shipped,NetBanking
1611,1192,2025-05-10,delivered,Card
1612,173,2024-11-14,cancelled,Card
1613,1166,2025-06-12,cancelled,COD
1614,1115,2024-05-24,cancelled,COD
1615,1191,2025-09-14,delivered,COD
1616,1097,2025-01-04,delivered,UPI
1617,412,2023-06-20,shipped,Card
1618,175,2025-03-07,shipped,Card
1619,180,2025-01-20,delivered,Card
1620,655,2025-04-09,delivered,UPI
1621,31,2025-06-07,delivered,COD
1622,1191,2025-02-23,delivered,UPI
1623,581,2024-01-21,delivered,UPI
1624,867,2023-09-09,cancelled,Card
1625,690,2025-09-11,delivered,UPI
1626,788,2023-10-18,delivered,COD
1627,173,2024-06-02,shipped,UPI
1628,607,2025-11-16,delivered,UPI
1629,1191,2025-10-24,delivered,UPI
1630,11,2024-08-03,delivered,UPI
1631,1191,2024-10-25,delivered,UPI
1632,173,2024-08-19,delivered,UPI
1633,506,2024-10-26,delivered,Card
1634,862,2024-09-20,delivered,COD
1635,768,2024-09-08,delivered,UPI
1636,451,2023-11-24,cancelled,Card
1637,604,2024-06-17,delivered,Card
1638,898,2024-08-23,delivered,Card
1639,564,2023-06-03,delivered,Card
1640,367,2025-10-07,delivered,NetBanking
1641,746,2025-09-30,delivered,COD
1642,419,2024-12-09,delivered,COD
1643,690,2025-02-18,delivered,COD
1644,644,2024-09-03,delivered,Card
1645,1191,2025-07-06,delivered,UPI
1646,374,2023-10-31,delivered,NetBanking
1647,1167,2024-05-29,delivered,Card
1648,1197,2024-05-31,delivered,UPI
1649,845,2024-10-14,delivered,COD
1650,415,2024-03-21,delivered,UPI
1651,1145,2025-05-03,delivered,UPI
1652,882,2025-07-20,returned,NetBanking
1653,1005,2024-01-12,delivered,Card
1654,451,2024-01-09,delivered,UPI
1655,189,2025-02-02,delivered,Card
1656,1191,2025-10-18,delivered,COD
1657,200,2024-12-13,delivered,Card
1658,766,2024-01-02,delivered,UPI
1659,159,2024-10-09,delivered,UPI
1660,181,2024-06-07,delivered,COD
1661,1191,2025-03-01,delivered,COD
1662,922,2024-08-16,delivered,Card
1663,369,2024-05-30,delivered,COD
1664,668,2025-06-10,cancelled,UPI
1665,1186,2024-07-28,cancelled,COD
1666,527,2024-10-31,delivered,NetBanking
1667,628,2024-07-23,delivered,COD
1668,136,2023-05-23,delivered,UPI
1669,1196,2025-11-19,delivered,UPI
1670,152,2024-05-25,delivered,UPI
1671,433,2025-03-19,delivered,COD
1672,113,2024-04-13,delivered,UPI
1673,894,2024-04-10,delivered,COD
1674,1,2024-09-28,delivered,COD
1675,173,2024-03-30,delivered,UPI
1676,537,2023-10-30,delivered,COD
1677,735,2024-11-07,delivered,Card
1678,868,2024-05-16,delivered,COD
1679,235,2023-06-02,shipped,Card
1680,442,2024-08-20,delivered,Card
1681,66,2024-05-03,delivered,UPI
1682,848,2023-10-08,delivered,NetBanking
1683,267,2025-07-06,returned,UPI
1684,4,2024-03-05,delivered,Card
1685,471,2025-01-03,cancelled,NetBanking
1686,1191,2024-12-22,delivered,COD
1687,832,2024-04-18,delivered,COD
1688,972,2024-03-17,delivered,UPI
1689,213,2025-07-03,delivered,COD
1690,1186,2025-09-15,delivered,UPI
1691,739,2025-11-04,delivered,COD
1692,1066,2024-07-21,delivered,COD
1693,180,2024-07-19,delivered,UPI
1694,415,2023-05-02,delivered,Card
1695,696,2024-05-31,delivered,UPI
1696,1020,2025-08-16,returned,NetBanking
1697,30,2024-08-15,delivered,Card
1698,201,2023-09-20,delivered,COD
1699,237,2025-11-11,returned,COD
1700,403,2025-10-06,delivered,Card
1701,18,2023-11-25,delivered,UPI
1702,541,2025-05-15,delivered,COD
1703,1012,2023-12-26,delivered,Card
1704,527,2024-11-15,delivered,COD
1705,837,2024-07-23,delivered,Card
1706,1061,2025-01-28,delivered,UPI
1707,539,2024-09-19,delivered,UPI
1708,1003,2023-10-08,cancelled,COD
1709,97,2025-06-05,delivered,COD
1710,451,2025-01-19,cancelled,Card
1711,570,2023-05-14,delivered,Card
1712,474,2024-02-01,delivered,UPI
1713,1167,2024-12-11,delivered,NetBanking
1714,461,2024-06-10,delivered,COD
1715,959,2024-06-20,delivered,UPI
1716,367,2025-01-16,delivered,Card
1717,527,2024-08-07,delivered,NetBanking
1718,1191,2024-12-14,delivered,UPI
1719,444,2024-06-15,delivered,UPI
1720,133,2025-10-06,delivered,UPI
1721,95,2025-07-09,delivered,Card
1722,959,2023-12-26,delivered,UPI
1723,876,2025-05-21,shipped,Card
1724,27,2024-06-21,delivered,UPI
1725,492,2024-04-01,delivered,NetBanking
1726,899,2024-07-07,delivered,UPI
1727,173,2025-05-27,delivered,COD
1728,834,2025-11-21,delivered,COD
1729,452,2025-03-31,delivered,UPI
1730,109,2024-11-16,delivered,Card
1731,215,2024-10-18,delivered,Card
1732,517,2024-02-04,delivered,UPI
1733,1024,2023-03-31,delivered,COD
1734,829,2025-02-10,delivered,UPI
1735,123,2024-07-03,delivered,Card
1736,1191,2025-01-28,delivered,UPI
1737,384,2023-12-28,delivered,UPI
1738,346,2023-11-14,delivered,Card
1739,631,2024-12-27,delivered,Card
1740,1034,2025-10-10,shipped,UPI
1741,70,2025-02-12,returned,UPI
1742,112,2024-10-16,delivered,COD
1743,695,2025-07-05,delivered,UPI
1744,255,2025-12-06,delivered,COD
1745,308,2024-03-13,cancelled,COD
1746,173,2024-06-29,delivered,NetBanking
1747,451,2023-09-02,delivered,UPI
1748,1191,2025-11-11,delivered,Card
1749,289,2024-08-27,delivered,Card
1750,559,2024-11-13,delivered,UPI
1751,161,2024-05-23,delivered,NetBanking
1752,331,2024-10-20,delivered,COD
1753,387,2025-07-09,delivered,Card
1754,719,2025-04-03,delivered,UPI
1755,157,2024-03-13,delivered,Card
1756,1191,2025-04-11,delivered,Card
1757,567,2025-05-11,cancelled,COD
1758,1191,2024-11-06,returned,UPI
1759,52,2025-02-10,delivered,Card
1760,1191,2025-12-13,delivered,Card
1761,229,2025-06-05,delivered,Card
1762,842,2025-03-10,cancelled,COD
1763,593,2025-07-12,delivered,Card
1764,897,2025-02-27,delivered,UPI
1765,1099,2025-01-13,delivered,NetBanking
1766,230,2024-11-17,delivered,UPI
1767,1191,2025-06-20,delivered,COD
1768,1133,2023-09-10,delivered,COD
1769,950,2024-09-14,delivered,UPI
1770,153,2024-11-12,delivered,Card
1771,540,2023-11-09,delivered,Card
1772,489,2023-12-26,delivered,UPI
1773,329,2025-07-25,delivered,Card
1774,255,2025-09-06,cancelled,NetBanking
1775,317,2024-07-28,cancelled,UPI
1776,1191,2025-12-08,delivered,UPI
1777,173,2024-07-01,delivered,Card
1778,55,2024-08-21,delivered,UPI
1779,1191,2024-10-04,delivered,UPI
1780,175,2024-09-09,delivered,Card
1781,1184,2025-01-08,delivered,COD
1782,1020,2024-06-12,delivered,UPI
1783,540,2023-12-28,delivered,COD
1784,4,2023-10-14,delivered,UPI
1785,923,2024-02-09,delivered,Card
1786,996,2025-03-19,shipped,UPI
1787,1087,2024-09-12,delivered,NetBanking
1788,1099,2025-05-09,returned,UPI
1789,279,2025-01-10,delivered,NetBanking
1790,22,2025-08-22,delivered,UPI
1791,435,2024-09-02,delivered,COD
1792,1039,2024-05-23,delivered,UPI
1793,220,2024-07-08,delivered,NetBanking
1794,358,2024-01-15,delivered,UPI
1795,1191,2024-10-27,delivered,Card
1796,279,2024-02-20,delivered,UPI
1797,1165,2025-07-18,delivered,UPI
1798,1191,2025-11-23,delivered,UPI
1799,778,2024-11-16,delivered,UPI
1800,721,2023-11-06,delivered,COD
1801,549,2024-10-17,delivered,Card
1802,63,2025-01-14,delivered,COD
1803,1171,2024-03-01,delivered,COD
1804,538,2023-07-14,delivered,UPI
1805,140,2024-04-18,delivered,UPI
1806,579,2025-09-13,delivered,UPI
1807,1191,2025-08-10,delivered,COD
1808,38,2025-05-22,delivered,COD
1809,317,2025-11-11,delivered,UPI
1810,4,2024-02-11,delivered,COD
1811,540,2024-10-30,delivered,UPI
1812,941,2024-08-11,delivered,Card
1813,837,2025-01-20,delivered,COD
1814,1093,2024-11-29,delivered,UPI
1815,794,2023-11-07,delivered,NetBanking
1816,195,2024-06-20,delivered,COD
1817,460,2025-02-16,delivered,COD
1818,452,2025-04-23,delivered,UPI
1819,300,2024-08-26,delivered,UPI
1820,328,2024-09-17,delivered,UPI
1821,451,2024-05-26,delivered,COD
1822,162,2025-08-28,delivered,COD
1823,161,2024-02-18,delivered,UPI
1824,972,2024-11-22,returned,UPI
1825,281,2025-08-25,delivered,NetBanking
1826,173,2025-06-03,delivered,UPI
1827,387,2025-11-02,delivered,Card
1828,253,2024-02-22,delivered,Card
1829,374,2024-07-26,shipped,Card
1830,898,2025-01-10,delivered,UPI
1831,945,2023-07-10,shipped,COD
1832,465,2024-01-26,delivered,UPI
1833,618,2024-12-04,delivered,Card
1834,729,2024-04-11,delivered,UPI
1835,993,2025-04-12,delivered,Card
1836,166,2023-06-30,shipped,UPI
1837,745,2025-02-26,delivered,Card
1838,744,2025-06-11,delivered,COD
1839,793,2024-01-09,cancelled,UPI
1840,1191,2024-10-17,delivered,COD
1841,500,2023-06-21,delivered,Card
1842,768,2023-07-26,shipped,NetBanking
1843,70,2024-09-02,delivered,COD
1844,1191,2025-04-17,delivered,UPI
1845,37,2023-10-19,delivered,UPI
1846,206,2024-10-17,delivered,Card
1847,245,2025-12-19,delivered,UPI
1848,616,2025-07-22,delivered,UPI
1849,888,2025-07-20,delivered,UPI
1850,699,2024-01-10,delivered,COD
1851,322,2024-01-17,delivered,Card
1852,474,2024-02-14,delivered,COD
1853,12,2025-11-23,delivered,Card
1854,679,2025-08-23,cancelled,NetBanking
1855,949,2025-04-21,delivered,UPI
1856,40,2024-05-02,delivered,UPI
1857,1105,2025-10-14,delivered,Card
1858,495,2024-06-26,delivered,COD
1859,781,2024-11-04,returned,COD
1860,627,2025-04-29,delivered,UPI
1861,936,2025-04-18,shipped,COD
1862,17,2024-08-08,delivered,Card
1863,1014,2023-01-21,delivered,NetBanking
1864,484,2024-09-27,delivered,Card
1865,413,2025-08-06,delivered,Card
1866,790,2025-10-05,cancelled,NetBanking
1867,762,2024-05-14,delivered,UPI
1868,1191,2025-03-03,cancelled,UPI
1869,451,2024-04-19,cancelled,Card
1870,1003,2024-01-11,delivered,Card
1871,433,2024-01-29,delivered,Card
1872,978,2024-03-21,delivered,UPI
1873,1074,2023-09-11,delivered,UPI
1874,1110,2023-11-03,delivered,UPI
1875,283,2025-08-04,delivered,COD
1876,199,2025-10-26,delivered,COD
1877,95,2025-11-01,delivered,NetBanking
1878,777,2024-11-15,delivered,Card
1879,392,2025-03-18,delivered,NetBanking
1880,332,2024-04-14,delivered,Card
1881,1143,2024-04-15,delivered,Card
1882,548,2024-06-04,delivered,Card
1883,1056,2024-09-17,delivered,Card
1884,167,2025-06-15,delivered,COD
1885,157,2024-12-15,delivered,COD
1886,508,2024-12-08,shipped,UPI
1887,423,2025-03-20,delivered,Card
1888,451,2024-05-30,delivered,NetBanking
1889,328,2024-01-01,delivered,UPI
1890,249,2024-05-17,delivered,Card
1891,959,2024-04-09,delivered,UPI
1892,98,2024-12-12,delivered,UPI
1893,482,2025-05-21,delivered,Card
1894,314,2024-01-13,delivered,Card
1895,252,2025-04-12,delivered,UPI
1896,146,2025-03-11,delivered,UPI
1897,475,2024-04-14,cancelled,COD
1898,1112,2024-12-03,delivered,NetBanking
1899,220,2023-07-06,delivered,UPI
1900,611,2025-03-18,delivered,NetBanking
1901,280,2024-03-13,delivered,UPI
1902,74,2024-11-04,delivered,UPI
1903,1171,2025-05-22,shipped,COD
1904,814,2024-04-23,cancelled,Card
1905,893,2023-08-18,delivered,UPI
1906,962,2024-05-21,cancelled,COD
1907,173,2025-09-07,delivered,Card
1908,793,2024-04-18,delivered,UPI
1909,1081,2023-07-28,delivered,UPI
1910,91,2023-10-30,delivered,NetBanking
1911,168,2024-02-18,delivered,Card
1912,343,2024-03-22,delivered,UPI
1913,36,2024-04-02,delivered,UPI
1914,122,2025-03-16,cancelled,Card
1915,763,2023-12-16,delivered,UPI
1916,251,2024-10-09,delivered,Card
1917,283,2025-09-15,delivered,Card
1918,4,2024-10-19,delivered,Card
1919,355,2025-04-03,delivered,COD
1920,548,2024-04-05,shipped,UPI
1921,619,2025-06-28,delivered,UPI
1922,55,2023-03-08,cancelled,Card
1923,233,2024-06-19,delivered,Card
1924,302,2025-08-26,delivered,UPI
1925,87,2025-12-13,delivered,Card
1926,635,2025-12-03,delivered,NetBanking
1927,360,2023-01-20,delivered,UPI
1928,173,2024-07-31,delivered,UPI
1929,425,2024-10-17,delivered,UPI
1930,290,2025-08-19,delivered,COD
1931,618,2023-11-29,cancelled,Card
1932,684,2024-01-27,delivered,COD
1933,526,2024-09-26,delivered,Card
1934,4,2024-05-25,cancelled,UPI
1935,1191,2025-06-30,delivered,COD
1936,173,2024-09-15,cancelled,UPI
1937,1191,2025-06-26,delivered,COD
1938,615,2023-07-24,delivered,UPI
1939,184,2025-01-22,delivered,UPI
1940,451,2023-12-23,delivered,COD
1941,859,2023-09-26,delivered,UPI
1942,300,2024-12-01,delivered,NetBanking
1943,886,2025-01-27,delivered,Card
1944,195,2024-11-18,delivered,UPI
1945,871,2024-11-24,delivered,UPI
1946,920,2025-01-28,delivered,UPI
1947,137,2024-03-06,delivered,COD
1948,412,2024-06-03,delivered,UPI
1949,386,2024-12-04,cancelled,UPI
1950,318,2024-12-30,delivered,Card
1951,36,2024-12-12,delivered,UPI
1952,1191,2025-08-31,delivered,Card
1953,157,2023-08-03,delivered,UPI
1954,152,2025-01-15,delivered,UPI
1955,86,2025-04-26,delivered,NetBanking
1956,1175,2024-03-15,delivered,Card
1957,1035,2024-09-06,delivered,Card
1958,98,2024-12-27,delivered,COD
1959,87,2025-10-09,delivered,COD
1960,114,2024-01-28,cancelled,UPI
1961,106,2024-10-31,delivered,Card
1962,206,2024-09-30,delivered,Card
1963,208,2025-02-04,delivered,Card
1964,519,2025-06-12,delivered,NetBanking
1965,977,2024-05-06,delivered,NetBanking
1966,624,2023-12-10,delivered,COD
1967,212,2025-09-22,returned,NetBanking
1968,330,2025-03-12,delivered,NetBanking
1969,1133,2023-11-23,delivered,NetBanking
1970,1047,2025-10-04,delivered,UPI
1971,306,2025-08-21,shipped,UPI
1972,959,2024-12-09,shipped,COD
1973,387,2024-11-21,delivered,UPI
1974,562,2023-11-14,delivered,Card
1975,1191,2025-08-16,delivered,Card
1976,1191,2024-09-21,delivered,NetBanking
1977,281,2025-01-29,delivered,UPI
1978,873,2024-05-24,delivered,UPI
1979,1178,2024-02-24,cancelled,UPI
1980,1142,2024-07-21,delivered,Card
1981,137,2024-04-05,returned,Card
1982,392,2025-08-27,delivered,UPI
1983,173,2024-05-23,delivered,COD
1984,372,2023-04-24,delivered,UPI
1985,241,2023-10-22,shipped,UPI
1986,747,2024-06-18,delivered,Card
1987,978,2023-11-23,delivered,UPI
1988,631,2024-07-23,cancelled,COD
1989,419,2024-04-30,returned,UPI
1990,968,2024-06-29,delivered,Card
1991,747,2025-06-18,delivered,UPI
1992,4,2024-04-29,delivered,Card
1993,1174,2023-09-08,delivered,NetBanking
1994,981,2024-08-24,delivered,Card
1995,173,2024-08-08,delivered,UPI
1996,540,2023-10-27,delivered,Card
1997,847,2025-03-07,delivered,UPI
1998,784,2024-03-16,delivered,UPI
1999,743,2025-06-04,delivered,Card
2000,1191,2025-09-25,delivered,COD
2001,407,2023-09-26,shipped,Card
2002,685,2024-10-29,delivered,Card
2003,277,2024-01-15,delivered,UPI
2004,1001,2023-07-25,delivered,UPI
2005,304,2025-03-10,delivered,UPI
2006,1080,2023-11-14,delivered,Card
2007,1186,2024-11-13,delivered,COD
2008,296,2024-07-22,delivered,UPI
2009,921,2025-01-12,delivered,UPI
2010,4,2024-05-09,cancelled,UPI
2011,502,2025-01-19,delivered,Card
2012,442,2024-04-25,delivered,COD
2013,304,2025-07-17,cancelled,Card
2014,814,2025-05-14,delivered,COD
2015,854,2025-01-28,delivered,Card
2016,638,2024-05-05,delivered,COD
2017,87,2024-08-27,delivered,UPI
2018,708,2025-04-24,delivered,Card
2019,916,2024-11-23,delivered,UPI
2020,451,2024-06-22,delivered,Card
2021,722,2025-05-30,delivered,Card
2022,609,2025-02-26,delivered,UPI
2023,978,2025-06-02,delivered,Card
2024,720,2024-11-20,shipped,UPI
2025,942,2024-08-01,shipped,UPI
2026,79,2024-04-29,delivered,COD
2027,847,2023-10-05,delivered,COD
2028,225,2025-04-27,delivered,UPI
2029,65,2025-04-24,delivered,Card
2030,1002,2024-10-19,returned,COD
2031,411,2025-04-18,delivered,UPI
2032,744,2025-05-09,delivered,COD
2033,230,2024-04-27,delivered,Card
2034,173,2025-07-17,delivered,UPI
2035,1033,2024-09-30,delivered,UPI
2036,1191,2025-05-12,returned,UPI
2037,180,2025-06-20,delivered,COD
2038,1086,2023-11-28,delivered,COD
2039,1191,2025-02-27,delivered,UPI
2040,157,2024-05-27,delivered,NetBanking
2041,211,2024-11-11,delivered,UPI
2042,297,2024-08-11,delivered,UPI
2043,1110,2024-10-14,delivered,COD
2044,173,2025-08-22,returned,Card
2045,17,2025-06-24,delivered,UPI
2046,576,2024-10-06,delivered,Card
2047,1083,2024-04-01,delivered,Card
2048,393,2025-01-13,delivered,Card
2049,496,2025-10-12,cancelled,COD
2050,173,2024-11-17,delivered,UPI
2051,98,2025-07-24,delivered,Card
2052,1023,2024-12-07,delivered,UPI
2053,540,2024-04-18,delivered,UPI
2054,470,2025-11-11,delivered,UPI
2055,526,2024-05-23,delivered,UPI
2056,426,2024-07-25,delivered,Card
2057,980,2024-05-24,returned,UPI
2058,621,2025-10-11,delivered,Card
2059,730,2024-01-18,shipped,UPI
2060,229,2025-08-08,delivered,NetBanking
2061,765,2025-12-22,delivered,COD
2062,837,2024-06-12,delivered,Card
2063,128,2024-08-06,delivered,NetBanking
2064,655,2025-11-08,delivered,UPI
2065,547,2025-04-21,delivered,Card
2066,874,2024-06-21,delivered,COD
2067,452,2025-03-28,delivered,UPI
2068,1097,2024-06-29,delivered,Card
2069,1184,2025-04-30,delivered,UPI
2070,665,2023-07-15,delivered,COD
2071,540,2023-02-14,delivered,UPI
2072,145,2024-06-05,delivered,COD
2073,277,2024-02-12,delivered,NetBanking
2074,482,2025-01-15,delivered,UPI
2075,451,2023-09-04,delivered,NetBanking
2076,549,2025-08-26,shipped,UPI
2077,206,2025-12-26,delivered,UPI
2078,343,2024-02-22,delivered,COD
2079,65,2025-04-14,delivered,Card
2080,541,2025-08-02,delivered,UPI
2081,413,2025-06-30,delivered,Card
2082,701,2024-11-18,delivered,Card
2083,777,2025-02-16,delivered,NetBanking
2084,711,2023-10-25,returned,Card
2085,1191,2025-09-11,delivered,COD
2086,451,2023-09-12,delivered,COD
2087,411,2024-07-30,delivered,Card
2088,417,2025-05-16,delivered,UPI
2089,541,2025-07-26,delivered,Card
2090,1191,2025-11-26,shipped,COD
2091,320,2025-03-05,delivered,NetBanking
2092,563,2024-04-24,delivered,COD
2093,812,2024-12-20,shipped,Card
2094,145,2025-07-01,delivered,UPI
2095,1191,2025-02-04,delivered,COD
2096,213,2024-11-14,returned,UPI
2097,1191,2025-01-05,cancelled,Card
2098,606,2025-03-16,delivered,Card
2099,540,2024-08-25,shipped,NetBanking
2100,361,2024-08-27,delivered,COD
2101,181,2024-08-25,delivered,COD
2102,793,2024-07-11,delivered,UPI
2103,106,2024-11-17,returned,Card
2104,679,2025-06-15,delivered,Card
2105,583,2024-11-23,delivered,COD
2106,1191,2025-04-28,delivered,Card
2107,1191,2024-12-04,delivered,COD
2108,81,2025-09-04,delivered,COD
2109,618,2023-08-23,delivered,Card
2110,419,2024-05-21,delivered,COD
2111,648,2023-06-25,returned,COD
2112,1191,2025-04-27,delivered,COD
2113,173,2025-09-02,delivered,COD
2114,445,2024-06-27,delivered,UPI
2115,225,2025-04-05,delivered,UPI
2116,1035,2023-10-16,returned,UPI
2117,1191,2025-07-31,delivered,UPI
2118,173,2025-09-22,delivered,Card
2119,257,2024-09-21,delivered,COD
2120,149,2024-10-05,delivered,Card
2121,610,2024-12-17,delivered,UPI
2122,785,2024-10-17,delivered,UPI
2123,258,2025-08-07,delivered,COD
2124,182,2024-09-04,delivered,NetBanking
2125,897,2024-05-07,shipped,COD
2126,557,2025-04-15,delivered,UPI
2127,1196,2024-04-09,delivered,UPI
2128,565,2025-04-21,delivered,Card
2129,173,2025-09-01,delivered,COD
2130,679,2025-11-14,delivered,UPI
2131,130,2023-07-25,delivered,UPI
2132,1020,2025-05-20,delivered,COD
2133,1191,2025-02-15,shipped,UPI
2134,415,2023-11-26,delivered,COD
2135,352,2024-08-28,delivered,Card
2136,1092,2024-10-04,delivered,COD
2137,631,2023-12-30,delivered,UPI
2138,258,2024-07-14,delivered,UPI
2139,451,2023-10-03,delivered,UPI
2140,1040,2024-07-07,delivered,Card
2141,181,2024-08-07,delivered,UPI
2142,805,2024-10-22,shipped,Card
2143,173,2025-07-14,delivered,COD
2144,1056,2023-08-20,cancelled,NetBanking
2145,1155,2025-08-14,delivered,Card
2146,965,2024-11-28,delivered,UPI
2147,4,2024-01-16,delivered,UPI
2148,111,2025-01-16,delivered,UPI
2149,980,2024-04-02,delivered,UPI
2150,539,2024-07-29,delivered,UPI
2151,157,2023-06-28,delivered,COD
2152,557,2025-10-03,delivered,Card
2153,4,2024-02-20,delivered,UPI
2154,392,2024-04-11,shipped,UPI
2155,173,2024-09-20,cancelled,Card
2156,173,2025-03-04,delivered,NetBanking
2157,4,2024-02-13,delivered,COD
2158,67,2025-01-22,delivered,NetBanking
2159,1003,2023-03-12,shipped,Card
2160,444,2024-02-11,delivered,UPI
2161,739,2025-10-18,cancelled,UPI
2162,784,2025-12-08,delivered,Card
2163,1191,2025-03-16,delivered,Card
2164,1191,2025-04-11,delivered,UPI
2165,811,2024-01-27,delivered,UPI
2166,136,2023-06-03,shipped,UPI
2167,657,2024-08-23,delivered,COD
2168,317,2024-11-24,delivered,Card
2169,1189,2024-07-30,delivered,UPI
2170,1191,2025-07-05,delivered,Card
2171,1191,2024-10-12,delivered,Card
2172,268,2024-09-08,delivered,UPI
2173,4,2023-09-28,cancelled,COD
2174,169,2024-07-24,delivered,Card
2175,772,2024-01-08,delivered,Card
2176,833,2025-01-26,delivered,Card
2177,173,2025-06-08,delivered,Card
2178,1191,2025-03-17,delivered,Card
2179,451,2024-04-20,cancelled,NetBanking
2180,173,2025-01-25,delivered,NetBanking
2181,245,2024-10-03,delivered,UPI
2182,578,2025-07-28,delivered,UPI
2183,1169,2024-12-11,cancelled,Card
2184,113,2024-12-04,delivered,UPI
2185,693,2025-01-19,cancelled,UPI
2186,29,2024-11-16,delivered,COD
2187,829,2025-05-08,delivered,Card
2188,152,2024-07-03,delivered,COD
2189,159,2025-11-04,delivered,NetBanking
2190,528,2023-10-24,delivered,UPI
2191,1148,2024-07-13,delivered,NetBanking
2192,108,2024-12-11,delivered,Card
2193,691,2025-01-30,delivered,Card
