order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
3708,1482,37,1,20338.2,0.0,20338.2
3709,1482,42,1,1783.38,0.0,1783.38
3710,1483,17,3,425.94,0.0,1277.82
3711,1484,30,2,448.49,0.0,896.98
3712,1484,46,3,44103.32,0.0,132309.96
3713,1484,31,3,440.79,0.0,1322.37
3714,1485,40,1,16569.14,0.0,16569.14
3715,1485,33,3,3763.53,0.0,11290.59
3716,1485,23,1,381.96,0.2,305.57
3717,1486,27,3,1246.0,0.0,3738.0
3718,1487,35,2,3039.94,0.05,5775.89
3719,1487,46,2,44103.32,0.1,79385.98
3720,1488,17,1,425.94,0.0,425.94
3721,1488,30,1,448.49,0.1,403.64
3722,1488,24,1,291.78,0.0,291.78
3723,1488,34,2,3937.59,0.2,6300.14
3724,1489,48,1,48857.09,0.0,48857.09
3725,1489,22,1,256.1,0.0,256.1
3726,1489,4,2,4078.93,0.0,8157.86
3727,1490,20,1,337.55,0.0,337.55
3728,1491,48,1,48857.09,0.0,48857.09
3729,1491,7,2,11903.44,0.0,23806.88
3730,1492,6,2,8439.67,0.0,16879.34
3731,1493,3,3,4598.39,0.05,13105.41
3732,1493,29,2,438.5,0.05,833.15
3733,1494,2,2,3911.93,0.1,7041.47
3734,1494,9,3,4533.34,0.0,13600.02
3735,1494,30,1,448.49,0.0,448.49
3736,1495,25,2,1719.78,0.0,3439.56
3737,1495,4,1,4078.93,0.0,4078.93
3738,1495,30,1,448.49,0.0,448.49
3739,1496,15,3,1717.5,0.0,5152.5
3740,1496,19,1,301.26,0.2,241.01
3741,1496,4,3,4078.93,0.0,12236.79
3742,1497,19,1,301.26,0.0,301.26
3743,1497,51,1,29838.95,0.0,29838.95
3744,1497,6,2,8439.67,0.0,16879.34
3745,1498,16,1,1147.33,0.0,1147.33
3746,1498,30,2,448.49,0.05,852.13
3747,1499,16,1,1147.33,0.05,1089.96
3748,1499,38,3,21688.29,0.05,61811.63
3749,1499,49,1,24383.87,0.0,24383.87
3750,1500,27,3,1246.0,0.05,3551.1
3751,1500,20,3,337.55,0.1,911.39
3752,1500,26,2,1412.65,0.0,2825.3
3753,1501,9,2,4533.34,0.0,9066.68
3754,1502,45,3,50632.32,0.0,151896.96
3755,1502,35,3,3039.94,0.05,8663.83
3756,1503,11,2,4853.64,0.05,9221.92
3757,1503,11,2,4853.64,0.1,8736.55
3758,1504,48,3,48857.09,0.2,117257.02
3759,1504,50,1,32122.03,0.1,28909.83
3760,1504,11,1,4853.64,0.0,4853.64
3761,1505,17,2,425.94,0.05,809.29
3762,1506,3,2,4598.39,0.0,9196.78
3763,1506,12,1,5553.73,0.1,4998.36
3764,1506,1,3,4311.34,0.0,12934.02
3765,1507,31,3,440.79,0.0,1322.37
3766,1507,16,2,1147.33,0.05,2179.93
3767,1507,26,2,1412.65,0.0,2825.3
3768,1507,10,3,5058.33,0.05,14416.24
3769,1508,13,3,1356.94,0.0,4070.82
3770,1509,1,1,4311.34,0.0,4311.34
3771,1510,26,1,1412.65,0.0,1412.65
3772,1510,3,1,4598.39,0.05,4368.47
3773,1510,39,1,22252.18,0.0,22252.18
3774,1511,18,3,316.88,0.05,903.11
3775,1511,20,1,337.55,0.0,337.55
3776,1511,30,1,448.49,0.05,426.07
3777,1511,22,2,256.1,0.05,486.59
3778,1512,31,1,440.79,0.1,396.71
3779,1512,18,1,316.88,0.0,316.88
3780,1512,31,2,440.79,0.0,881.58
3781,1513,34,1,3937.59,0.05,3740.71
3782,1513,14,1,1335.52,0.05,1268.74
3783,1514,20,1,337.55,0.0,337.55
3784,1514,49,2,24383.87,0.1,43890.97
3785,1514,5,2,7323.99,0.05,13915.58
3786,1514,29,3,438.5,0.0,1315.5
3787,1515,32,1,403.22,0.0,403.22
3788,1516,5,1,7323.99,0.05,6957.79
3789,1517,50,1,32122.03,0.0,32122.03
3790,1517,14,3,1335.52,0.05,3806.23
3791,1517,24,2,291.78,0.1,525.2
3792,1518,48,1,48857.09,0.0,48857.09
3793,1518,21,1,395.89,0.0,395.89
3794,1518,35,1,3039.94,0.2,2431.95
3795,1519,45,1,50632.32,0.0,50632.32
3796,1519,38,1,21688.29,0.0,21688.29
3797,1519,31,1,440.79,0.05,418.75
3798,1520,3,3,4598.39,0.0,13795.17
3799,1520,42,1,1783.38,0.0,1783.38
3800,1520,10,3,5058.33,0.05,14416.24
3801,1521,29,1,438.5,0.0,438.5
3802,1522,4,3,4078.93,0.2,9789.43
3803,1522,13,3,1356.94,0.0,4070.82
3804,1522,32,3,403.22,0.05,1149.18
3805,1523,16,1,1147.33,0.0,1147.33
3806,1523,23,3,381.96,0.05,1088.59
3807,1523,20,3,337.55,0.05,962.02
3808,1524,47,2,32443.0,0.0,64886.0
3809,1524,24,2,291.78,0.1,525.2
3810,1525,20,1,337.55,0.1,303.8
3811,1526,3,2,4598.39,0.0,9196.78
3812,1526,36,2,2924.06,0.2,4678.5
3813,1527,26,1,1412.65,0.0,1412.65
3814,1527,50,3,32122.03,0.0,96366.09
3815,1527,33,1,3763.53,0.2,3010.82
3816,1527,27,1,1246.0,0.0,1246.0
3817,1528,9,2,4533.34,0.1,8160.01
3818,1528,9,3,4533.34,0.0,13600.02
3819,1528,30,2,448.49,0.0,896.98
3820,1528,27,2,1246.0,0.0,2492.0
3821,1529,46,1,44103.32,0.05,41898.15
3822,1529,7,2,11903.44,0.0,23806.88
3823,1530,10,3,5058.33,0.05,14416.24
3824,1530,23,1,381.96,0.2,305.57
3825,1531,41,2,1458.5,0.0,2917.0
3826,1531,31,1,440.79,0.0,440.79
3827,1531,24,2,291.78,0.0,583.56
3828,1531,44,2,1675.89,0.2,2681.42
3829,1532,40,3,16569.14,0.05,47222.05
3830,1533,25,3,1719.78,0.05,4901.37
3831,1534,10,2,5058.33,0.0,10116.66
3832,1534,32,2,403.22,0.05,766.12
3833,1534,22,3,256.1,0.0,768.3
3834,1535,17,3,425.94,0.05,1213.93
3835,1536,38,3,21688.29,0.0,65064.87
3836,1536,18,1,316.88,0.0,316.88
3837,1536,41,1,1458.5,0.0,1458.5
3838,1536,42,3,1783.38,0.0,5350.14
3839,1537,28,3,2077.38,0.0,6232.14
3840,1537,15,1,1717.5,0.05,1631.62
3841,1537,18,3,316.88,0.2,760.51
3842,1537,2,3,3911.93,0.0,11735.79
3843,1538,45,3,50632.32,0.0,151896.96
3844,1538,48,3,48857.09,0.1,131914.14
3845,1538,40,3,16569.14,0.1,44736.68
3846,1539,12,1,5553.73,0.0,5553.73
3847,1539,50,2,32122.03,0.0,64244.06
3848,1539,46,1,44103.32,0.1,39692.99
3849,1540,38,2,21688.29,0.05,41207.75
3850,1540,17,1,425.94,0.1,383.35
3851,1540,44,2,1675.89,0.1,3016.6
3852,1540,11,2,4853.64,0.0,9707.28
3853,1541,30,2,448.49,0.2,717.58
3854,1541,27,1,1246.0,0.0,1246.0
3855,1541,35,1,3039.94,0.0,3039.94
3856,1541,6,2,8439.67,0.0,16879.34
3857,1542,17,1,425.94,0.05,404.64
3858,1543,22,3,256.1,0.0,768.3
3859,1543,36,1,2924.06,0.0,2924.06
3860,1543,37,1,20338.2,0.05,19321.29
3861,1544,23,1,381.96,0.0,381.96
3862,1544,45,3,50632.32,0.1,136707.26
3863,1544,38,3,21688.29,0.1,58558.38
3864,1544,26,3,1412.65,0.0,4237.95
3865,1545,16,1,1147.33,0.0,1147.33
3866,1545,44,2,1675.89,0.1,3016.6
3867,1546,32,1,403.22,0.0,403.22
3868,1546,9,3,4533.34,0.05,12920.02
3869,1547,18,3,316.88,0.0,950.64
3870,1547,23,3,381.96,0.05,1088.59
3871,1548,16,2,1147.33,0.0,2294.66
3872,1548,10,1,5058.33,0.05,4805.41
3873,1548,12,3,5553.73,0.0,16661.19
3874,1548,24,1,291.78,0.1,262.6
3875,1549,16,1,1147.33,0.1,1032.6
3876,1549,8,3,7478.19,0.0,22434.57
3877,1549,47,2,32443.0,0.0,64886.0
3878,1550,3,1,4598.39,0.0,4598.39
3879,1551,8,2,7478.19,0.0,14956.38
3880,1551,12,1,5553.73,0.05,5276.04
3881,1551,23,1,381.96,0.0,381.96
3882,1552,44,3,1675.89,0.0,5027.67
3883,1552,29,3,438.5,0.1,1183.95
3884,1552,20,2,337.55,0.05,641.34
3885,1552,25,3,1719.78,0.0,5159.34
3886,1553,48,1,48857.09,0.0,48857.09
3887,1553,5,1,7323.99,0.0,7323.99
3888,1553,28,2,2077.38,0.05,3947.02
3889,1553,47,2,32443.0,0.2,51908.8
3890,1554,47,2,32443.0,0.0,64886.0
3891,1554,22,1,256.1,0.0,256.1
3892,1554,18,1,316.88,0.0,316.88
3893,1555,30,3,448.49,0.1,1210.92
3894,1555,45,2,50632.32,0.05,96201.41
3895,1555,14,2,1335.52,0.1,2403.94
3896,1555,22,3,256.1,0.2,614.64
3897,1556,18,1,316.88,0.05,301.04
3898,1556,19,2,301.26,0.0,602.52
3899,1556,12,3,5553.73,0.0,16661.19
3900,1556,13,3,1356.94,0.05,3867.28
3901,1557,19,2,301.26,0.05,572.39
3902,1557,35,1,3039.94,0.0,3039.94
3903,1558,35,2,3039.94,0.1,5471.89
3904,1559,17,3,425.94,0.0,1277.82
3905,1559,31,1,440.79,0.0,440.79
3906,1559,46,2,44103.32,0.0,88206.64
3907,1559,19,2,301.26,0.0,602.52
3908,1560,44,1,1675.89,0.0,1675.89
3909,1560,1,3,4311.34,0.1,11640.62
3910,1560,47,2,32443.0,0.0,64886.0
3911,1560,27,2,1246.0,0.0,2492.0
3912,1561,16,1,1147.33,0.0,1147.33
3913,1562,30,2,448.49,0.0,896.98
3914,1562,18,1,316.88,0.0,316.88
3915,1562,12,1,5553.73,0.0,5553.73
3916,1562,47,1,32443.0,0.0,32443.0
3917,1563,20,2,337.55,0.0,675.1
3918,1563,47,2,32443.0,0.0,64886.0
3919,1564,30,3,448.49,0.0,1345.47
3920,1565,29,2,438.5,0.05,833.15
3921,1565,44,2,1675.89,0.0,3351.78
3922,1565,11,1,4853.64,0.0,4853.64
3923,1565,34,2,3937.59,0.05,7481.42
3924,1566,24,3,291.78,0.0,875.34
3925,1566,22,3,256.1,0.0,768.3
3926,1566,19,1,301.26,0.0,301.26
3927,1566,9,3,4533.34,0.0,13600.02
3928,1567,24,2,291.78,0.1,525.2
3929,1567,48,3,48857.09,0.05,139242.71
3930,1567,17,1,425.94,0.05,404.64
3931,1568,46,2,44103.32,0.0,88206.64
3932,1568,18,3,316.88,0.1,855.58
3933,1568,5,2,7323.99,0.2,11718.38
3934,1569,18,3,316.88,0.1,855.58
3935,1569,1,2,4311.34,0.0,8622.68
3936,1570,48,3,48857.09,0.0,146571.27
3937,1570,18,1,316.88,0.0,316.88
3938,1571,27,3,1246.0,0.1,3364.2
3939,1572,39,1,22252.18,0.0,22252.18
3940,1573,28,2,2077.38,0.05,3947.02
3941,1573,26,1,1412.65,0.0,1412.65
3942,1573,39,2,22252.18,0.0,44504.36
3943,1573,24,3,291.78,0.0,875.34
3944,1574,16,1,1147.33,0.05,1089.96
3945,1574,11,1,4853.64,0.0,4853.64
3946,1574,37,3,20338.2,0.0,61014.6
3947,1575,24,3,291.78,0.2,700.27
3948,1576,17,1,425.94,0.2,340.75
3949,1576,36,1,2924.06,0.0,2924.06
3950,1577,9,1,4533.34,0.0,4533.34
3951,1577,40,3,16569.14,0.05,47222.05
3952,1577,52,3,35725.17,0.05,101816.73
3953,1577,14,1,1335.52,0.0,1335.52
3954,1578,15,1,1717.5,0.0,1717.5
3955,1579,25,2,1719.78,0.05,3267.58
3956,1579,26,2,1412.65,0.05,2684.04
3957,1579,7,3,11903.44,0.0,35710.32
3958,1580,6,3,8439.67,0.0,25319.01
3959,1580,49,2,24383.87,0.2,39014.19
3960,1580,4,2,4078.93,0.0,8157.86
3961,1580,42,2,1783.38,0.0,3566.76
3962,1581,11,1,4853.64,0.05,4610.96
3963,1581,2,2,3911.93,0.0,7823.86
3964,1581,33,1,3763.53,0.0,3763.53
3965,1581,41,3,1458.5,0.0,4375.5
3966,1582,23,3,381.96,0.05,1088.59
3967,1582,37,2,20338.2,0.1,36608.76
3968,1582,22,2,256.1,0.0,512.2
3969,1582,45,3,50632.32,0.05,144302.11
3970,1583,36,2,2924.06,0.2,4678.5
3971,1583,1,3,4311.34,0.0,12934.02
3972,1584,20,1,337.55,0.05,320.67
3973,1584,34,1,3937.59,0.0,3937.59
3974,1584,45,2,50632.32,0.05,96201.41
3975,1584,9,1,4533.34,0.0,4533.34
3976,1585,15,2,1717.5,0.1,3091.5
3977,1585,42,1,1783.38,0.1,1605.04
3978,1585,48,3,48857.09,0.05,139242.71
3979,1586,18,1,316.88,0.1,285.19
3980,1587,29,2,438.5,0.05,833.15
3981,1587,24,1,291.78,0.0,291.78
3982,1588,31,2,440.79,0.0,881.58
3983,1589,3,3,4598.39,0.1,12415.65
3984,1589,32,2,403.22,0.0,806.44
3985,1589,10,3,5058.33,0.05,14416.24
3986,1590,37,3,20338.2,0.05,57963.87
3987,1590,43,3,1480.37,0.05,4219.05
3988,1590,39,1,22252.18,0.0,22252.18
3989,1591,16,3,1147.33,0.1,3097.79
3990,1591,42,1,1783.38,0.1,1605.04
3991,1591,4,1,4078.93,0.0,4078.93
3992,1592,34,3,3937.59,0.0,11812.77
3993,1592,8,3,7478.19,0.2,17947.66
3994,1593,37,1,20338.2,0.0,20338.2
3995,1593,26,2,1412.65,0.0,2825.3
3996,1593,30,1,448.49,0.0,448.49
3997,1594,20,1,337.55,0.0,337.55
3998,1595,41,3,1458.5,0.0,4375.5
3999,1595,15,2,1717.5,0.0,3435.0
4000,1595,15,1,1717.5,0.05,1631.62
4001,1595,43,2,1480.37,0.0,2960.74
4002,1596,49,2,24383.87,0.0,48767.74
4003,1596,38,2,21688.29,0.0,43376.58
4004,1596,41,2,1458.5,0.0,2917.0
4005,1596,35,3,3039.94,0.0,9119.82
4006,1597,21,2,395.89,0.0,791.78
4007,1598,9,2,4533.34,0.0,9066.68
4008,1598,8,1,7478.19,0.0,7478.19
4009,1598,1,1,4311.34,0.0,4311.34
4010,1599,46,1,44103.32,0.05,41898.15
4011,1599,40,1,16569.14,0.1,14912.23
4012,1599,8,1,7478.19,0.0,7478.19
4013,1600,12,3,5553.73,0.1,14995.07
4014,1600,49,1,24383.87,0.0,24383.87
4015,1601,14,1,1335.52,0.05,1268.74
4016,1601,45,3,50632.32,0.0,151896.96
4017,1602,31,2,440.79,0.2,705.26
4018,1602,8,2,7478.19,0.0,14956.38
4019,1602,23,1,381.96,0.1,343.76
4020,1603,18,3,316.88,0.05,903.11
4021,1603,9,1,4533.34,0.05,4306.67
4022,1603,3,3,4598.39,0.0,13795.17
4023,1604,4,2,4078.93,0.1,7342.07
4024,1604,1,2,4311.34,0.05,8191.55
4025,1605,16,1,1147.33,0.0,1147.33
4026,1605,39,3,22252.18,0.0,66756.54
4027,1605,24,1,291.78,0.0,291.78
4028,1606,9,1,4533.34,0.0,4533.34
4029,1607,10,3,5058.33,0.05,14416.24
4030,1607,43,1,1480.37,0.2,1184.3
4031,1608,24,3,291.78,0.0,875.34
4032,1608,22,2,256.1,0.05,486.59
4033,1608,28,2,2077.38,0.0,4154.76
4034,1608,34,1,3937.59,0.0,3937.59
4035,1609,13,3,1356.94,0.0,4070.82
4036,1610,6,1,8439.67,0.0,8439.67
4037,1610,43,2,1480.37,0.1,2664.67
4038,1610,49,2,24383.87,0.05,46329.35
4039,1610,50,3,32122.03,0.0,96366.09
4040,1611,13,2,1356.94,0.0,2713.88
4041,1611,22,2,256.1,0.1,460.98
4042,1612,48,3,48857.09,0.0,146571.27
4043,1612,3,2,4598.39,0.0,9196.78
4044,1612,42,3,1783.38,0.0,5350.14
4045,1613,25,3,1719.78,0.0,5159.34
4046,1613,9,3,4533.34,0.0,13600.02
4047,1613,50,3,32122.03,0.0,96366.09
4048,1613,5,2,7323.99,0.1,13183.18
4049,1614,33,1,3763.53,0.0,3763.53
4050,1614,46,2,44103.32,0.0,88206.64
4051,1614,25,3,1719.78,0.1,4643.41
4052,1615,49,2,24383.87,0.0,48767.74
4053,1615,11,2,4853.64,0.05,9221.92
4054,1615,49,2,24383.87,0.0,48767.74
4055,1616,6,3,8439.67,0.0,25319.01
4056,1616,38,3,21688.29,0.0,65064.87
4057,1617,46,1,44103.32,0.2,35282.66
4058,1617,22,1,256.1,0.0,256.1
4059,1617,8,3,7478.19,0.0,22434.57
4060,1618,39,1,22252.18,0.0,22252.18
4061,1618,52,2,35725.17,0.0,71450.34
4062,1618,25,2,1719.78,0.0,3439.56
4063,1618,9,1,4533.34,0.1,4080.01
4064,1619,44,2,1675.89,0.1,3016.6
4065,1620,48,3,48857.09,0.1,131914.14
4066,1620,42,1,1783.38,0.0,1783.38
4067,1620,40,3,16569.14,0.05,47222.05
4068,1621,22,3,256.1,0.0,768.3
4069,1621,46,1,44103.32,0.1,39692.99
4070,1621,36,1,2924.06,0.0,2924.06
4071,1621,43,3,1480.37,0.0,4441.11
4072,1622,39,3,22252.18,0.05,63418.71
4073,1622,22,1,256.1,0.0,256.1
4074,1622,29,3,438.5,0.0,1315.5
4075,1622,10,2,5058.33,0.0,10116.66
4076,1623,8,3,7478.19,0.1,20191.11
4077,1623,49,3,24383.87,0.0,73151.61
4078,1623,37,2,20338.2,0.0,40676.4
4079,1623,36,2,2924.06,0.0,5848.12
4080,1624,45,1,50632.32,0.05,48100.7
4081,1624,19,3,301.26,0.0,903.78
4082,1624,16,1,1147.33,0.0,1147.33
4083,1625,8,1,7478.19,0.0,7478.19
4084,1625,7,2,11903.44,0.05,22616.54
4085,1625,28,2,2077.38,0.0,4154.76
4086,1625,5,3,7323.99,0.0,21971.97
4087,1626,22,1,256.1,0.05,243.3
4088,1626,33,1,3763.53,0.05,3575.35
4089,1626,34,3,3937.59,0.2,9450.22
4090,1626,10,2,5058.33,0.0,10116.66
4091,1627,15,3,1717.5,0.05,4894.88
4092,1627,8,1,7478.19,0.05,7104.28
4093,1628,25,2,1719.78,0.1,3095.6
4094,1628,39,1,22252.18,0.0,22252.18
4095,1628,32,1,403.22,0.2,322.58
4096,1629,52,3,35725.17,0.0,107175.51
4097,1629,31,3,440.79,0.0,1322.37
4098,1629,9,1,4533.34,0.0,4533.34
4099,1630,19,3,301.26,0.0,903.78
4100,1630,23,1,381.96,0.0,381.96
4101,1630,15,3,1717.5,0.0,5152.5
4102,1631,6,1,8439.67,0.0,8439.67
4103,1632,3,3,4598.39,0.1,12415.65
4104,1632,34,3,3937.59,0.05,11222.13
4105,1632,19,2,301.26,0.05,572.39
4106,1632,4,1,4078.93,0.0,4078.93
4107,1633,49,3,24383.87,0.2,58521.29
4108,1633,23,3,381.96,0.0,1145.88
4109,1633,46,3,44103.32,0.0,132309.96
4110,1634,21,3,395.89,0.2,950.14
4111,1635,46,1,44103.32,0.0,44103.32
4112,1635,15,1,1717.5,0.1,1545.75
4113,1635,52,2,35725.17,0.0,71450.34
4114,1636,15,1,1717.5,0.0,1717.5
4115,1636,30,2,448.49,0.0,896.98
4116,1636,41,2,1458.5,0.05,2771.15
4117,1637,26,3,1412.65,0.0,4237.95
4118,1637,7,1,11903.44,0.0,11903.44
4119,1638,30,2,448.49,0.05,852.13
4120,1639,28,3,2077.38,0.2,4985.71
4121,1640,12,1,5553.73,0.05,5276.04
4122,1640,31,2,440.79,0.0,881.58
4123,1640,31,3,440.79,0.0,1322.37
4124,1640,16,2,1147.33,0.0,2294.66
4125,1641,41,3,1458.5,0.2,3500.4
4126,1641,45,3,50632.32,0.05,144302.11
4127,1641,3,3,4598.39,0.0,13795.17
4128,1642,21,3,395.89,0.0,1187.67
4129,1643,26,2,1412.65,0.05,2684.04
4130,1643,6,1,8439.67,0.0,8439.67
4131,1643,47,1,32443.0,0.2,25954.4
4132,1644,1,1,4311.34,0.0,4311.34
4133,1645,2,1,3911.93,0.0,3911.93
4134,1645,16,1,1147.33,0.2,917.86
4135,1646,40,3,16569.14,0.0,49707.42
4136,1646,49,3,24383.87,0.0,73151.61
4137,1646,39,1,22252.18,0.0,22252.18
4138,1647,45,1,50632.32,0.0,50632.32
4139,1647,18,1,316.88,0.0,316.88
4140,1647,42,3,1783.38,0.0,5350.14
4141,1647,6,2,8439.67,0.1,15191.41
4142,1648,32,2,403.22,0.0,806.44
4143,1648,38,2,21688.29,0.0,43376.58
4144,1648,44,3,1675.89,0.0,5027.67
4145,1648,20,1,337.55,0.0,337.55
4146,1649,16,1,1147.33,0.05,1089.96
4147,1650,20,2,337.55,0.0,675.1
4148,1650,42,1,1783.38,0.05,1694.21
4149,1650,3,2,4598.39,0.05,8736.94
4150,1651,51,1,29838.95,0.0,29838.95
4151,1651,23,1,381.96,0.05,362.86
4152,1652,7,3,11903.44,0.0,35710.32
4153,1653,33,3,3763.53,0.05,10726.06
4154,1653,1,1,4311.34,0.05,4095.77
4155,1653,7,2,11903.44,0.1,21426.19
4156,1654,4,2,4078.93,0.0,8157.86
4157,1654,7,2,11903.44,0.0,23806.88
4158,1654,16,3,1147.33,0.1,3097.79
4159,1655,27,3,1246.0,0.0,3738.0
4160,1655,40,2,16569.14,0.0,33138.28
4161,1655,23,3,381.96,0.0,1145.88
4162,1656,14,2,1335.52,0.05,2537.49
4163,1657,29,2,438.5,0.0,877.0
4164,1657,35,3,3039.94,0.0,9119.82
4165,1657,19,2,301.26,0.0,602.52
4166,1658,24,1,291.78,0.0,291.78
4167,1658,31,3,440.79,0.0,1322.37
4168,1659,47,1,32443.0,0.05,30820.85
4169,1659,5,2,7323.99,0.2,11718.38
4170,1659,34,1,3937.59,0.05,3740.71
4171,1660,37,1,20338.2,0.1,18304.38
4172,1660,34,2,3937.59,0.1,7087.66
4173,1661,42,1,1783.38,0.0,1783.38
4174,1662,42,3,1783.38,0.1,4815.13
4175,1662,50,3,32122.03,0.0,96366.09
4176,1662,27,1,1246.0,0.0,1246.0
4177,1663,50,3,32122.03,0.0,96366.09
4178,1663,6,3,8439.67,0.05,24053.06
4179,1663,7,3,11903.44,0.0,35710.32
4180,1663,6,2,8439.67,0.1,15191.41
4181,1664,25,3,1719.78,0.1,4643.41
4182,1664,42,1,1783.38,0.1,1605.04
4183,1664,46,3,44103.32,0.1,119078.96
4184,1664,25,2,1719.78,0.05,3267.58
4185,1665,20,2,337.55,0.0,675.1
4186,1665,41,3,1458.5,0.0,4375.5
4187,1666,43,1,1480.37,0.0,1480.37
4188,1666,8,3,7478.19,0.0,22434.57
4189,1666,24,2,291.78,0.0,583.56
4190,1667,12,3,5553.73,0.0,16661.19
4191,1667,21,3,395.89,0.1,1068.9
4192,1667,36,2,2924.06,0.0,5848.12
4193,1668,24,3,291.78,0.0,875.34
4194,1669,42,2,1783.38,0.0,3566.76
4195,1669,30,2,448.49,0.1,807.28
4196,1669,33,2,3763.53,0.1,6774.35
4197,1670,33,2,3763.53,0.2,6021.65
4198,1670,45,3,50632.32,0.0,151896.96
4199,1670,39,2,22252.18,0.0,44504.36
4200,1670,22,1,256.1,0.2,204.88
4201,1671,47,1,32443.0,0.0,32443.0
4202,1672,29,2,438.5,0.0,877.0
4203,1672,8,3,7478.19,0.0,22434.57
4204,1673,49,1,24383.87,0.0,24383.87
4205,1673,5,3,7323.99,0.1,19774.77
4206,1673,48,2,48857.09,0.05,92828.47
4207,1673,14,3,1335.52,0.05,3806.23
4208,1674,11,1,4853.64,0.2,3882.91
4209,1675,48,1,48857.09,0.0,48857.09
4210,1675,27,2,1246.0,0.1,2242.8
4211,1675,46,3,44103.32,0.0,132309.96
4212,1676,43,1,1480.37,0.0,1480.37
4213,1676,7,3,11903.44,0.2,28568.26
4214,1676,29,3,438.5,0.0,1315.5
4215,1677,44,3,1675.89,0.0,5027.67
4216,1677,33,3,3763.53,0.0,11290.59
4217,1678,29,3,438.5,0.05,1249.72
4218,1678,40,2,16569.14,0.05,31481.37
4219,1679,7,1,11903.44,0.0,11903.44
4220,1679,29,1,438.5,0.0,438.5
4221,1680,19,1,301.26,0.05,286.2
4222,1680,34,3,3937.59,0.0,11812.77
4223,1680,38,2,21688.29,0.0,43376.58
4224,1680,15,3,1717.5,0.0,5152.5
4225,1681,45,3,50632.32,0.0,151896.96
4226,1681,19,2,301.26,0.0,602.52
4227,1681,4,3,4078.93,0.1,11013.11
4228,1681,7,2,11903.44,0.05,22616.54
4229,1682,30,3,448.49,0.0,1345.47
4230,1682,47,3,32443.0,0.05,92462.55
4231,1682,10,1,5058.33,0.05,4805.41
4232,1682,5,1,7323.99,0.05,6957.79
4233,1683,13,3,1356.94,0.1,3663.74
4234,1683,15,2,1717.5,0.2,2748.0
4235,1683,50,1,32122.03,0.0,32122.03
4236,1684,37,3,20338.2,0.0,61014.6
4237,1684,49,2,24383.87,0.1,43890.97
4238,1684,49,3,24383.87,0.05,69494.03
4239,1684,34,3,3937.59,0.0,11812.77
4240,1685,43,2,1480.37,0.1,2664.67
4241,1685,11,3,4853.64,0.0,14560.92
4242,1685,47,3,32443.0,0.05,92462.55
4243,1685,8,3,7478.19,0.0,22434.57
4244,1686,34,3,3937.59,0.05,11222.13
4245,1686,45,2,50632.32,0.05,96201.41
4246,1686,27,3,1246.0,0.1,3364.2
4247,1687,44,1,1675.89,0.0,1675.89
4248,1687,47,1,32443.0,0.0,32443.0
4249,1687,35,2,3039.94,0.0,6079.88
4250,1688,26,3,1412.65,0.0,4237.95
4251,1688,25,3,1719.78,0.0,5159.34
4252,1688,18,3,316.88,0.1,855.58
4253,1688,49,3,24383.87,0.1,65836.45
4254,1689,29,2,438.5,0.1,789.3
4255,1689,51,3,29838.95,0.0,89516.85
4256,1689,28,2,2077.38,0.0,4154.76
4257,1690,6,1,8439.67,0.0,8439.67
4258,1691,28,3,2077.38,0.0,6232.14
4259,1691,43,2,1480.37,0.0,2960.74
4260,1691,1,3,4311.34,0.0,12934.02
4261,1692,40,3,16569.14,0.0,49707.42
4262,1692,34,2,3937.59,0.1,7087.66
4263,1692,31,3,440.79,0.0,1322.37
4264,1692,20,3,337.55,0.1,911.39
4265,1693,9,2,4533.34,0.0,9066.68
4266,1693,42,1,1783.38,0.0,1783.38
4267,1694,21,3,395.89,0.0,1187.67
4268,1694,41,3,1458.5,0.0,4375.5
4269,1694,27,1,1246.0,0.1,1121.4
4270,1695,47,1,32443.0,0.05,30820.85
4271,1695,15,1,1717.5,0.0,1717.5
4272,1695,27,3,1246.0,0.0,3738.0
4273,1696,16,3,1147.33,0.1,3097.79
4274,1697,17,1,425.94,0.1,383.35
4275,1697,32,1,403.22,0.1,362.9
4276,1697,30,3,448.49,0.0,1345.47
4277,1697,52,2,35725.17,0.0,71450.34
4278,1698,12,1,5553.73,0.0,5553.73
4279,1698,2,1,3911.93,0.0,3911.93
4280,1698,52,1,35725.17,0.0,35725.17
4281,1698,11,3,4853.64,0.2,11648.74
4282,1699,1,1,4311.34,0.05,4095.77
4283,1699,15,2,1717.5,0.0,3435.0
4284,1700,49,3,24383.87,0.0,73151.61
4285,1700,10,1,5058.33,0.0,5058.33
4286,1700,48,2,48857.09,0.0,97714.18
4287,1701,10,1,5058.33,0.1,4552.5
4288,1701,51,1,29838.95,0.0,29838.95
4289,1702,19,2,301.26,0.0,602.52
4290,1702,20,3,337.55,0.05,962.02
4291,1703,12,2,5553.73,0.0,11107.46
4292,1704,51,3,29838.95,0.1,80565.17
4293,1704,46,1,44103.32,0.05,41898.15
4294,1704,20,1,337.55,0.0,337.55
4295,1704,8,3,7478.19,0.0,22434.57
4296,1705,37,2,20338.2,0.0,40676.4
4297,1705,37,1,20338.2,0.0,20338.2
4298,1705,51,1,29838.95,0.0,29838.95
4299,1706,13,3,1356.94,0.1,3663.74
4300,1706,42,3,1783.38,0.05,5082.63
